min_TAT_13,198,4,"{non_drone, drone}",1.0,6.0,1.7,0.8,1.0,87.5,11.8,10.2,"[2, 1, 2, 1]",92,1,1,fixed_wing_fuel_based,50,900,5,"{1, 2}",0,0.9,min_TAT,administrative_regions,Poisson,exponential,deterministic,full_capacity,MILP,Gurobi,default_except_time_limit,10,"[6.5, 2.8, 3.9, 3.9]","[0.2, 0.5, 0.3, 0.3]",0.005
min_TAT_14,198,4,"{non_drone, drone}",1.0,6.0,1.7,0.8,1.0,87.5,11.8,10.2,"[2, 1, 1, 2]",92,1,1,fixed_wing_fuel_based,50,900,5,"{1, 2}",0,0.9,min_TAT,administrative_regions,Poisson,exponential,deterministic,full_capacity,MILP,Gurobi,default_except_time_limit,10,"[6.5, 2.8, 3.9, 3.9]","[0.2, 0.5, 0.3, 0.3]",0.005
min_TAT_15,198,4,"{non_drone, drone}",1.0,6.0,1.7,0.8,1.0,87.5,11.8,10.2,"[2, 1, 1, 1]",92,1,1,fixed_wing_fuel_based,75,500,5,"{1, 2}",20,0.9,min_TAT,administrative_regions,Poisson,exponential,deterministic,full_capacity,MILP,Gurobi,default_except_time_limit,10,"[6.5, 2.8, 3.9, 3.9]","[0.2, 0.5, 0.3, 0.3]",0.005
min_TAT_16,198,4,"{non_drone, drone}",1.0,6.0,1.7,0.8,1.0,87.5,11.8,10.2,"[3, 1, 1, 1]",92,1,1,fixed_wing_fuel_based,75,500,5,"{1, 2}",0,0.9,min_TAT,administrative_regions,Poisson,exponential,deterministic,full_capacity,MILP,Gurobi,default_except_time_limit,10,"[6.5, 2.8, 3.9, 3.9]","[0.2, 0.5, 0.3, 0.3]",0.005
min_TAT_17,198,4,"{non_drone, drone}",1.0,6.0,1.7,0.8,1.0,87.5,11.8,10.2,"[2, 2, 1, 1]",92,1,1,fixed_wing_fuel_based,75,500,5,"{1, 2}",0,0.9,min_TAT,administrative_regions,Poisson,exponential,deterministic,full_capacity,MILP,Gurobi,default_except_time_limit,10,"[6.5, 2.8, 3.9, 3.9]","[0.2, 0.5, 0.3, 0.3]",0.005
min_TAT_18,198,4,"{non_drone, drone}",1.0,6.0,1.7,0.8,1.0,87.5,11.8,10.2,"[2, 1, 2, 1]",92,1,1,fixed_wing_fuel_based,75,500,5,"{1, 2}",0,0.9,min_TAT,administrative_regions,Poisson,exponential,deterministic,full_capacity,MILP,Gurobi,default_except_time_limit,10,"[6.5, 2.8, 3.9, 3.9]","[0.2, 0.5, 0.3, 0.3]",0.005
min_TAT_19,198,4,"{non_drone, drone}",1.0,6.0,1.7,0.8,1.0,87.5,11.8,10.2,"[2, 1, 1, 2]",92,1,1,fixed_wing_fuel_based,75,500,5,"{1, 2}",0,0.9,min_TAT,administrative_regions,Poisson,exponential,deterministic,full_capacity,MILP,Gurobi,default_except_time_limit,10,"[6.5, 2.8, 3.9, 3.9]","[0.2, 0.5, 0.3, 0.3]",0.005
min_TAT_20,198,4,"{non_drone, drone}",1.0,6.0,1.7,0.8,1.0,87.5,11.8,10.2,"[2, 1, 1, 1]",92,1,1,fixed_wing_fuel_based,100,900,5,"{1, 2}",20,0.9,min_TAT,administrative_regions,Poisson,exponential,deterministic,full_capacity,MILP,Gurobi,default_except_time_limit,10,"[6.5, 2.8, 3.9, 3.9]","[0.2, 0.5, 0.3, 0.3]",0.005
min_TAT_21,198,4,"{non_drone, drone}",1.0,6.0,1.7,0.8,1.0,87.5,11.8,10.2,"[3, 1, 1, 1]",92,1,1,fixed_wing_fuel_based,100,900,5,"{1, 2}",0,0.9,min_TAT,administrative_regions,Poisson,exponential,deterministic,full_capacity,MILP,Gurobi,default_except_time_limit,10,"[6.5, 2.8, 3.9, 3.9]","[0.2, 0.5, 0.3, 0.3]",0.005
min_TAT_22,198,4,"{non_drone, drone}",1.0,6.0,1.7,0.8,1.0,87.5,11.8,10.2,"[2, 2, 1, 1]",92,1,1,fixed_wing_fuel_based,100,900,5,"{1, 2}",0,0.9,min_TAT,administrative_regions,Poisson,exponential,deterministic,full_capacity,MILP,Gurobi,default_except_time_limit,10,"[6.5, 2.8, 3.9, 3.9]","[0.2, 0.5, 0.3, 0.3]",0.005
min_TAT_23,198,4,"{non_drone, drone}",1.0,6.0,1.7,0.8,1.0,87.5,11.8,10.2,"[2, 1, 2, 1]",92,1,1,fixed_wing_fuel_based,100,900,5,"{1, 2}",0,0.9,min_TAT,administrative_regions,Poisson,exponential,deterministic,full_capacity,MILP,Gurobi,default_except_time_limit,10,"[6.5, 2.8, 3.9, 3.9]","[0.2, 0.5, 0.3, 0.3]",0.005
min_TAT_24,198,4,"{non_drone, drone}",1.0,6.0,1.7,0.8,1.0,87.5,11.8,10.2,"[2, 1, 1, 2]",92,1,1,fixed_wing_fuel_based,100,900,5,"{1, 2}",0,0.9,min_TAT,administrative_regions,Poisson,exponential,deterministic,full_capacity,MILP,Gurobi,default_except_time_limit,10,"[6.5, 2.8, 3.9, 3.9]","[0.2, 0.5, 0.3, 0.3]",0.005
min_TAT_25,198,4,"{non_drone, drone}",1.0,6.0,1.7,0.8,1.0,87.5,11.8,10.2,"[2, 1, 1, 1]",92,1,1,fixed_wing_fuel_based,75,900,7,"{1, 2}",20,0.9,min_TAT,administrative_regions,Poisson,exponential,deterministic,full_capacity,MILP,Gurobi,default_except_time_limit,10,"[6.5, 2.8, 3.9, 3.9]","[0.2, 0.5, 0.3, 0.3]",0.005
min_TAT_26,198,4,"{non_drone, drone}",1.0,6.0,1.7,0.8,1.0,87.5,11.8,10.2,"[3, 1, 1, 1]",92,1,1,fixed_wing_fuel_based,75,900,7,"{1, 2}",0,0.9,min_TAT,administrative_regions,Poisson,exponential,deterministic,full_capacity,MILP,Gurobi,default_except_time_limit,10,"[6.5, 2.8, 3.9, 3.9]","[0.2, 0.5, 0.3, 0.3]",0.005
min_TAT_27,198,4,"{non_drone, drone}",1.0,6.0,1.7,0.8,1.0,87.5,11.8,10.2,"[2, 2, 1, 1]",92,1,1,fixed_wing_fuel_based,75,900,7,"{1, 2}",0,0.9,min_TAT,administrative_regions,Poisson,exponential,deterministic,full_capacity,MILP,Gurobi,default_except_time_limit,10,"[6.5, 2.8, 3.9, 3.9]","[0.2, 0.5, 0.3, 0.3]",0.005
min_TAT_28,198,4,"{non_drone, drone}",1.0,6.0,1.7,0.8,1.0,87.5,11.8,10.2,"[2, 1, 2, 1]",92,1,1,fixed_wing_fuel_based,75,900,7,"{1, 2}",0,0.9,min_TAT,administrative_regions,Poisson,exponential,deterministic,full_capacity,MILP,Gurobi,default_except_time_limit,10,"[6.5, 2.8, 3.9, 3.9]","[0.2, 0.5, 0.3, 0.3]",0.005
min_TAT_29,198,4,"{non_drone, drone}",1.0,6.0,1.7,0.8,1.0,87.5,11.8,10.2,"[2, 1, 1, 2]",92,1,1,fixed_wing_fuel_based,75,900,7,"{1, 2}",0,0.9,min_TAT,administrative_regions,Poisson,exponential,deterministic,full_capacity,MILP,Gurobi,default_except_time_limit,10,"[6.5, 2.8, 3.9, 3.9]","[0.2, 0.5, 0.3, 0.3]",0.005
